order_id,payment_sequential,payment_type,payment_installments,payment_value
c344961ac6be05910dfb619e443ca671,1,credit_card,1,-112.92
2668da32aacf500cc535a4915f6efd91,1,credit_card,2,-49.42
813036395db381f187d5429f5ee758ac,1,credit_card,10,-134.01
e79f873315375aad54aa74ee8119dc40,1,boleto,1,-36.96
9b34787245866523a491f855ebc4e8fe,1,credit_card,4,-340.04
ccf804e764ed5650cd8759557269dc13,19,voucher,1,-1.68
b8e11074d7fd4b6123ebcc4af964381c,1,boleto,1,-88.19
2d75fff7b2cc9e8df5ddfcf9a7a11cec,1,boleto,1,-436.42
0220b52f0b019739726d80c64bd4bf08,1,credit_card,4,-40.09
784d141a794f0e73cc3c9ed3b6efa3ec,1,credit_card,2,-148.32
20c452fc8f22663c6a11508ec8ca0726,1,credit_card,4,-204.24
2be42939cac09105b9839ead73abb79b,1,voucher,1,-77.57
cf929d9ea864fa89b752c5cf0b98cd25,1,credit_card,4,-102.03
d3c03dbaa329d4cc4c2c13d982a94438,1,credit_card,10,-121.8
b741ced31205b787eebdd0cc7f220b0a,1,credit_card,1,-52.24
fc2010beb548588d1543ca8adaa132ba,1,credit_card,8,-690.44
55539e6edbbf2276dc9e2eab8af0fa8d,1,boleto,1,-68.51
848ab881c02107858764faed825d804b,1,credit_card,2,-381.22
69727f8e9f934f9177e36f31d1865c2a,1,boleto,1,-70.47
3bb0635cfdd779b10da72af7d39f9ccf,1,credit_card,2,-208.89
000e562887b1f2006d75e0be9558292e,1,credit_card,4,-41.11
b28360b44929ee4de27af7329c403c58,1,credit_card,3,-1342.03
9c6203a8eacf4ccb437c800c9629f792,1,boleto,1,-66.13
1dc762b27fac9fd0a2a373b1765904d6,1,boleto,1,-217.64
bef0a9fd3674bdfdb2a292fab7793cfd,1,boleto,1,-323.96
de4200e70f1ba056e8e0ce5a6b057f76,1,boleto,1,-143.36
6694b68ebe1f4dff3b22fbbfff33d80a,1,credit_card,1,-49.67
fc31a63e2f4e1c8cab6b97ec8eee6f84,1,credit_card,1,-89.17
c52c7fbe316b5b9d549e8a25206b8a1f,1,credit_card,10,-1619.73
c6f6b7098338abbafdecc3ee3ff4bb66,1,credit_card,3,-132.7
021f21b778ea0a81da47ebe141b1b29c,1,credit_card,3,-153.27
c150d0cdd6a3320d8b475792bc422069,1,credit_card,2,-76.86
95adaa1525c1ed7ae7e428c561ec0493,1,boleto,1,-230.01
f3a2f6c8a6fb28bb010f660ca61dd606,1,credit_card,3,-160.4
c66d52ab7ee1f262449a1c5aad867d82,1,credit_card,2,-166.7
6c38cc0437106405b2e22f6c3ada72e4,1,credit_card,5,-56.69
82f2c3e9aac31446ce4f3edd3a876f8e,1,credit_card,1,-18.17
90f5bc49a00bbb174525836eeacc4970,1,boleto,1,-26.77
356c676af9d2b3828c504330ea74ed73,1,credit_card,6,-137.56
86750203b5e14b3a36c7a0c8612c8b8f,1,credit_card,5,-129.64
8821146ecf8a1eb441aa052b371f1814,1,credit_card,1,-33.34
4cad943ab8ba8479347dd102125fa87b,1,boleto,1,-118.9
a0b86c319dde7542c0899dbd2a4905ef,1,credit_card,8,-115.35
8d6f247153477b8878975aa0fbde4b5a,1,credit_card,4,-44.13
fa584838f0f64e25b892b5e883b2c606,1,credit_card,1,-69.13
59c134c32edc0046c31ad8bd6f521b61,1,credit_card,4,-45.66
f25e32d51127cbef9f269ecae2c83573,1,boleto,1,-70.72
3d9817c275992633499fdc96798e8c33,1,credit_card,1,-39.08
054df8d1a5ab3cf520be20c25d98f5f4,1,credit_card,1,-59.92
3e1d096455531309ff1f946ed0f580cc,1,boleto,1,-87.14
0f5eab9ad693ad60f23eddb4338d4a20,1,credit_card,2,-90.17
b1629139e38e77931c032720fff0c091,1,boleto,1,-27.68
3ad21c0e40b33f2600a06e99f27a5fe2,1,credit_card,6,-68.0
c3432f724305c363034ae8ee0ca2ad4e,1,credit_card,5,-200.9
bfdfcb5b457a83ebc43eccb8d8531f7f,1,boleto,1,-145.01
20246bd1767d916d618e27b8e4fcb8fd,1,boleto,1,-40.27
67209bfa3f0c84a965b585ea6ed3ff8e,1,credit_card,3,-82.69
0914478fdcadbaa5c8c8b3442b4f28d2,1,voucher,1,-56.78
7133741ec73ad73f2b0df0078f3dff59,1,credit_card,3,-110.34
a4841e5f06a8d3ab2f2bea2ad95c38e7,1,credit_card,2,-68.35
5a6816abc699af392f8a2520aadf1cd9,1,credit_card,8,-207.65
89bba6017e2a96f939c1a9551b4ed4a4,1,credit_card,1,-38.02
088833da9e3a3578817cee729d4e0a97,1,credit_card,1,-90.46
61d2a793d75b8f30ad016615afadad8e,1,credit_card,1,-64.38
8962562ed377c8bcf6f9854a016989f1,1,credit_card,2,-466.45
7597c07056d24fa2ffe6ce4625e6d416,1,credit_card,1,-67.93
aa955ed3185cc397197e640ec84c5031,1,credit_card,3,-241.15
de96144dc55ce453b7dd9b5995a87c6a,2,voucher,1,-29.68
e7a2b8d18d8cf1501a61b55d6f154346,1,credit_card,3,-165.94
3ea37e479ca4fb57227d43b806c98174,1,credit_card,10,-232.94
03dec253b6e471bd5b0653cc53b79e95,1,credit_card,1,-158.38
71a9bc15cae2d58e86e4be7ae0ddc592,1,credit_card,6,-134.01
7a094f321857b6925fee399192bb5ebd,1,credit_card,1,-41.93
24f1803064ef788a570a74e04dc6663f,1,credit_card,1,-51.35
ae7dc97e75f7b915af6ef838d96df18a,1,credit_card,1,-435.79
136286e8ffa587be2d282d0975515ad3,1,credit_card,2,-179.07
647a878dc34645d35999b5dc9d506373,1,credit_card,2,-48.77
28618be7d166aad45ab14e9bca43cc19,1,credit_card,3,-76.78
a889adb9dae2a1639e74395e692c0055,1,credit_card,3,-51.73
33e70b1305003580be0b34472acce620,1,credit_card,1,-0.11
73b378f4b10f5210636e40c6f96fe51d,1,credit_card,2,-163.79
0fb55482ffb326ed131c67051fe87192,1,voucher,1,-55.68
81897e3300d655ed456f166e3b362b2c,1,credit_card,1,-32.69
3aa0a75931f649d9e3e83aaa9d6a95e7,1,credit_card,1,-268.53
43aacfeefda02bc2a69ce66910a2d4cf,1,credit_card,1,-39.13
4e0665384670c0b50c2d6857e56c35e0,1,credit_card,1,-117.85
c4ae694131c2e15bee056c466f77f994,1,credit_card,8,-83.12
28d0d98e542f0409627c3717348339c4,1,credit_card,1,-165.45
b4a740a590b5576fb4a95cba71d80c5d,1,credit_card,8,-94.3
bb5b0d8f3e9c964760c674f2aa2ae0cf,1,credit_card,4,-192.67
90f6254d7d1be81c8b501dec6668d86a,1,credit_card,3,-65.4
71b4480b617e5a0468d7362efb7c4b3d,1,credit_card,1,-22.38
8b1999cf2912d6be6f23ce1474751748,1,credit_card,1,-232.39
f11e9516ca2b6091b64f2e2ea0ebebb3,1,credit_card,1,-222.68
7b43a2ef9231cfd5d2ed762899da24bd,1,credit_card,8,-335.47
46577915955882637e4399fae724c027,1,credit_card,8,-80.73
dc771d8720de3625596eb0b0fa043528,1,credit_card,2,-127.01
c9b2447b34e74d4e83900fb91dec3e56,1,credit_card,2,-359.67
71038e0d9a6cdb865f447e4609420028,1,credit_card,6,-165.52
db6bbd5bd39d674b8778df50982d00de,1,credit_card,10,-459.34
b40cc054a1791acddb6215a0472b5a81,1,credit_card,8,-328.15
f23cbffef931c76fb5231f8b292d457d,1,credit_card,7,-76.98
0dccb365ad960364b43a228ff6cebd3b,1,boleto,1,-91.86
aa61e95f95f3ec74b8a3b7c5c174c0c5,1,credit_card,4,-400.66
d5c9d16cb39c145a934aac43316eb2a9,1,boleto,1,-63.4
ee8f5d7599c575d8f8eb1a2ea7d66686,1,credit_card,1,-6.4
a23c9dbc30a11490a1ba3e7143dde4a1,1,credit_card,3,-180.33
6df63dddfc5b87dd7294f148d6956c27,1,credit_card,2,-65.05
658bea3a595af733d395a91ed9714160,1,credit_card,2,-501.44
0c1e49ce507979f2fb222498663ce653,1,credit_card,8,-215.78
d4cb2f7d8e7f756a94c511fd1280e026,1,credit_card,6,-152.94
6460cc80249f46f8289b2a8d55d61dbd,1,credit_card,3,-153.39
ac3b2d2f26b74c0c5f1e28c2f35abbc8,1,credit_card,4,-559.92
771596702a2e0245fb67b093182acb03,2,credit_card,1,-11.11
2f469266d0a5336ac76d2068ef1c9f2f,1,credit_card,1,-87.16
bb853f6461f9ba28e1f12a564dabb27c,1,credit_card,1,-89.17
cdc62ef71741b912ed0378bd8493f884,1,credit_card,10,-237.59
8ac5066a163c60c1ae9bf17200df3dd1,1,credit_card,2,-180.34
16424ce30b370cd4ad36d4aa24baf5f2,1,voucher,1,-30.19
ce2d0e7e8a249b93d3cfadb57113023f,1,credit_card,3,-72.75
f58ebdd1a4d270925b85a62286d42e85,1,credit_card,5,-134.05
784d7e60c3fb0cdd1b539166302ecd5b,1,credit_card,10,-124.08
63a82c6ebb8ce1c3327cf686be3c4a6e,2,voucher,1,-9.81
c394597c0ca7c76e816618529dcd9ef9,1,credit_card,1,-64.03
858d458b39082890e96fbb1fed8c2a52,4,voucher,1,-252.97
d52b1795d584c884bb9c831365a62599,1,credit_card,5,-51.84
a530dc19f1969dc7898a1b96fcd6e602,1,credit_card,2,-25.38
787da13655afdfe6f549e008c69ebca7,1,credit_card,1,-86.46
adde6f841dc05dfe3899ed053001e5bc,1,credit_card,3,-117.94
d3e4a1e18bc6278ceaec89c39a69083b,1,voucher,1,-48.78
2fe3e3ee7c1249743f3c7391c05042b3,1,credit_card,5,-73.43
267e7e0b0615d34fa4c39c0a97cee1d5,1,boleto,1,-117.63
cea2fe1d50aefdd1f048eb16503e32b0,1,credit_card,9,-118.84
2414366ce919fcb8e0f47caeb95e580c,1,boleto,1,-57.68
8e75defef52610477f8662c16b16498a,1,credit_card,1,-46.3
fa5fda679e9129cc1196e2482c1b58f5,1,boleto,1,-95.02
4afc8ef1eb3b8f88a3b495823546ee02,1,boleto,1,-80.39
3a6e8538e1375fe73ec8da36fd36fe3e,1,credit_card,4,-177.42
c8bb5e3a323ce2493a2a00f055b10f11,1,credit_card,2,-106.39
f6b21dc04fd9a818939dd9aeb45d9b37,1,credit_card,5,-52.84
2116afd8913047456f2159240bab5180,1,credit_card,1,-39.09
4cd9915def259f286fba7a886ed35cd5,1,credit_card,1,-163.81
22170faea0e48a083b8216ce465df183,1,voucher,1,-196.98
d2bff83d0edaab294ac81f5a5dae2a08,1,credit_card,2,-130.01
8dfcba64312b559340f9c9f65ac6205c,1,boleto,1,-95.32
f36aa133ca7706c333252a46fc0b36e1,1,credit_card,5,-186.94
4a43d3c22320336cee933c3b90a9e55b,1,credit_card,3,-106.5
46bdbe48b6f5daa3dcc38e41599d0403,1,credit_card,1,-64.0
a8bbc485329f055ce3addabfbf8d4f86,1,credit_card,2,-100.34
e147eb86ed23b0e106ce62cec5c6df6a,1,boleto,1,-138.73
c3ca09e4e3a9c10f9b91c9ceb0d8e379,1,credit_card,1,-62.59
7204d5345f7a3370e7db75d7226d53f3,1,boleto,1,-63.15
f96b5c312ad850920b6aed06ee8881ad,1,credit_card,1,-45.1
0045e3085f083f0f38d24bb3f22e6593,1,credit_card,3,-130.74
a4b45ae5dd9fc64c6ad2093aa51dbc30,1,credit_card,4,-151.92
ce3397e3e383fc93adefff9aa6a9aa7b,1,boleto,1,-97.28
61b62438062a85e41edce3f024afe81e,1,credit_card,2,-96.71
86e2444fc896c9fa2eb5bc9d8a15e111,1,credit_card,4,-82.97
ebe13d8c2f9983578a9aa31fd76148de,1,boleto,1,-162.55
d83c6337cdf106c0818f7cd984240f59,1,boleto,1,-99.45
f30b5e94b68ee195b6ec2d817e5bef0c,1,credit_card,1,-37.98
40bdd1ba5a9602677ba0603dfb0a659a,1,boleto,1,-133.97
7dfd52d05dd4bf18de9e17066c123de2,1,credit_card,8,-180.15
8fcba4aadf752a090bcb6f9bb70be752,1,boleto,1,-69.04
e531e9e89d98dd65602ba196b7a619a6,1,credit_card,1,-110.28
3924ecb5e299e5fb70a6f38e34aa4c1a,1,credit_card,4,-445.59
cd03e8cd71dabc46caecc93fe7a25ff7,1,credit_card,1,-257.94
567d66becc6262cc863b77907f21089e,1,boleto,1,-727.1
ef9d9d877db739de05e8c8f91938da1f,1,credit_card,1,-411.87
9da6e3bacbae9dfb6f886b2fcdd80bcd,1,credit_card,1,-254.73
3712671af76fe8fa80631e4407cc6ab1,1,credit_card,1,-89.91
39f2f1bc7660c36850e4d3798f120658,1,credit_card,4,-43.85
51c6e11bdc431158ce46b1c5f2ddc4a6,1,boleto,1,-48.49
d4b3b00396bf3d72f49b2e06219f385e,1,credit_card,1,-72.43
e1090e366ab626c68ca02d56a6dd1821,1,boleto,1,-210.72
5935b70a1cae39b66d05db3bcfa4a144,1,credit_card,10,-158.58
a118f629bb45d3d297600325e84504a3,1,credit_card,1,-284.9
ccb8b4e769ca2b38efbde774aaacc166,1,credit_card,10,-263.8
f086e4c6f1e932ae9d9cfe398889d148,1,credit_card,1,-111.6
06e72b5b111756079f63cf67445db61a,1,credit_card,1,-48.62
5143a430945a2dd6f4fe4ed2dac0b47a,1,boleto,1,-39.32
19d384f8370ca0d66c6c059da4c127cd,1,credit_card,1,-89.91
2b86248935bc0815bedf6857267be978,1,credit_card,10,-209.42
5df92b927062b1c416d780b6efaf4032,1,credit_card,1,-360.54
c0dc40c9b75544f724446006672844a8,1,boleto,1,-121.39
41912407aa4f806e91639c89391eceef,1,credit_card,1,-82.33
626c5c9bfe704ebabd98974ff8307803,1,credit_card,1,-45.86
4c093f4ead050e56e7c9087f8530fd21,1,credit_card,1,-212.84
c65f69d345be67d95161dfce89c2c1a1,1,credit_card,1,-193.81
ba811df8f38f8b18170fa9d29732ed0f,1,boleto,1,-49.42
c97de78b8ee3343c72b234c57b872408,1,credit_card,6,-565.66
85c14f3be89a889592d53a5b8ff031bb,1,credit_card,3,-89.36
2eb5ba20812f78127f6243fa27fb40e5,1,boleto,1,-252.61
4225edaa7ed111e8f866bb6e60e2152b,1,boleto,1,-52.71
a5a4c85af7827f2a7ec7221ee9a5fc9f,1,credit_card,8,-321.72
e6645cd574bfc71b276a102797036491,1,boleto,1,-101.16
36ca6c9bcef057ffdfca22de9dd7bcdd,1,credit_card,1,-328.17
58aa4a2e2d2b63972e1c4508ed5f7cd7,1,credit_card,5,-153.9
352b9aec1e649ed93ea863e41dc39439,1,boleto,1,-33.77
9846cae21962f6c6e65ad2e77d3c2be7,1,credit_card,1,-216.4
32def7b7a945df79e300466f674dde0b,1,credit_card,7,-72.05
3a8e8e947707941c5e3af4aa4da84478,1,credit_card,7,-159.85
b91b89682b68b44b95f65cd872c65b59,1,credit_card,2,-61.79
47e4c8c9420d2f409428aa0249dd2704,1,credit_card,6,-65.05
7448f861b4547fc4407e432c043ee4a0,1,credit_card,1,-44.48
06851487bfc68744f67fbc8ad1934d43,1,credit_card,2,-133.05
2c274f7060d339f907c2388d08f166d6,1,credit_card,1,-140.52
88c70c44f3017d798257015df40ed787,1,credit_card,3,-81.67
337ef16882e956f8147cb7ff4af08a67,1,boleto,1,-116.94
c5267c7bad3d532ba30cf3b72596d3de,1,credit_card,1,-118.35
d8869b7bf74e01d8de9c3f1a58352113,1,credit_card,2,-90.7
2da6634703a5d34c99536f58334e9700,1,credit_card,3,-97.87
cdfb4e1a6dae522cc12d2ac417205cde,1,credit_card,1,-38.22
a400e99b42e3460776a919c62fd5c246,1,boleto,1,-98.7
9125c1064ed28a581538a66da2a84750,1,boleto,1,-91.28
65d8aca563e1335c68eed05a33bc99dd,1,credit_card,4,-97.32
a41ea90d3b4f4a5ab7ebb216052db212,1,credit_card,6,-135.22
9c958729ea25738c217bb66e1cfa200c,1,credit_card,1,-26.88
c5ed30fdf86f49873cb59b43a39d667f,1,credit_card,3,-108.1
3d5dd5656fbfbdc5a7798d2e0885122f,1,credit_card,2,-87.61
13b194db506615d16a862e66b0a2f6e6,1,credit_card,3,-149.58
835bf4777ad72891587719f1098e3528,1,credit_card,1,-41.93
d311155c38169d602c7337aba432ee01,1,boleto,1,-146.38
cc460ac4435835dfdda5526dfe84f01f,1,boleto,1,-237.72
3830e6067665c6a4bf2cc393fae31996,1,credit_card,4,-47.95
f98546c39fc099e563d0b69b74b5151c,1,credit_card,1,-363.12
943eaec3487658de2dc5291e9c051e51,1,credit_card,1,-65.0
2feccd99e8fb784baae9499c24c56522,1,credit_card,4,-44.69
e2e85885a15f712ba00eb35cf5be7cfd,1,credit_card,10,-211.51
97e8d3eb8f48e3610beed991e5f32296,2,voucher,1,-32.4
2ab3c22d797ae5a4199d53021ac9e78b,1,credit_card,3,-66.8
8c6a8f98b933ff47c7aa8404079d9136,1,credit_card,3,-63.39
c617d0b68da07a11637ca641f467fb9e,1,credit_card,1,-195.8
b2bcb2ca559e7f7cec2188a6ae542e87,1,credit_card,1,-75.29
160fec373d1524d70a0adcc4922e3f5f,1,voucher,1,-50.0
a57bebffbfa4ce3c72a856f94e1c589f,1,credit_card,3,-55.09
d6620af765cb60ea04b7cc1a22c37a0c,1,credit_card,1,-137.08
78f0db6f25f112d1100e8d940a643fd5,1,credit_card,3,-179.45
5b2e79428198e5ce482f9ec1bd1014c3,1,boleto,1,-175.32
ca47b8674b4881264380ff336ae5c195,1,credit_card,15,-625.51
94e9d4fb987019517b0aac56db0ae735,1,boleto,1,-65.24
dba86c0ca2d44138a882ae12b4a12d63,1,boleto,1,-53.61
172589c3df7261dca954a6c662c38acc,1,boleto,1,-82.98
a9029e5bd9332bbe973f3680152fb397,1,credit_card,1,-100.67
d2adf5300d2ee5f376ae9bdd68f7723f,1,credit_card,1,-31.83
caa881436bb7c0b6363644399398232b,1,credit_card,3,-187.53
333e7a046c4e6cc445f3178043b57039,1,credit_card,1,-37.53
6affe3f16752393cba3cabe7d1731a2e,2,voucher,1,-100.0
eb77e9c6dc499d31e05de046f8467052,1,credit_card,2,-45.69
cf60237e0bdc9a72ab4563e4b11783bf,2,voucher,1,-8.42
8d47ca771c5f1f48f545ecf4a7c85f82,1,credit_card,4,-40.0
9725871b2a067d972355980be11e7d1d,1,credit_card,2,-132.03
5f19271c1eb0a8eb0a1efed995df752b,1,boleto,1,-279.57
af04ffb35720e2b0ba3e0ff0265d18ac,1,credit_card,4,-65.34
917ca364b9fb9460dee6ea613ee2a5ab,1,credit_card,2,-491.36
a9bcf1a7fe9234ce388f78f3902dfcae,1,credit_card,3,-44.66
584fa640e7dbb97b52206a50abfa4d0a,1,credit_card,2,-148.15
94c2953e576ce67919379eef0d351816,1,credit_card,7,-79.53
175a79065991e40569812e90232dc38d,1,credit_card,9,-880.8
9b30bcabc00edde5c8117aea83c1c11d,1,credit_card,4,-153.72
7fc039785030ccbe08aab72a58254c42,1,boleto,1,-101.14
9b17ed1512fbdda27807b8f2f5de6584,1,boleto,1,-117.46
403b97836b0c04a622354cf531062e5f,1,credit_card,10,-1376.45
03d5b9a74ff46435640f8bd737ac2237,1,credit_card,4,-146.43
86cb9332fe84110d1025f91049fdfede,1,credit_card,2,-61.0
f35ff8b8e2e627ad2a1ae6b89b4806e7,1,credit_card,4,-75.38
8759d467df07f1bc2c4593e411959c84,1,credit_card,10,-355.43
d8bf77c1506e2e7d360d527098156a30,1,credit_card,5,-414.18
3700f4a21c1a400182d57c40e110ab2a,1,credit_card,4,-45.86
9e7a3686660a2b85282c9b3e2111602e,1,credit_card,1,-96.1
21ff4faf5460988340a9675233bd0d1b,2,voucher,1,-50.0
c8cfb4925dd910cb0cf8c67761fdbe5d,1,credit_card,3,-108.0
04778abaab7b4bdfb0abb1110f1eba52,1,boleto,1,-43.22
f3e0072b748ae50d569e3cd2c1e3ea38,1,credit_card,7,-145.69
6df963d6ce20c72cb119e8090f27c011,1,boleto,1,-62.8
512ba2efae3409f37660ce26199b32aa,1,credit_card,3,-236.92
22167b7870f3c3b844087c5cbafac521,1,boleto,1,-187.41
b290e4dd94ec1715d29cc7d82dcf4d2f,1,boleto,1,-78.1
0aa240e0cbbe794b5470e659a22b614b,1,boleto,1,-82.88
a367cb36e03523fd763a8782ad9ba177,1,credit_card,2,-101.14
6e68db908b8a2902c4f8309e1c1cbe3f,1,credit_card,8,-514.7
37ac92a80fc763601ead868bb23af05a,1,credit_card,2,-60.01
439e088d80f64c9fb6491a96e37d7ed7,1,credit_card,8,-550.03
67713bd0ca39cfc934fcec04d0fa476a,1,credit_card,1,-163.04
46e5628ac4a223fe4ecb24dab9d6b26a,1,credit_card,1,-44.53
bbca89624572b1532cc19840d3ad81c8,1,credit_card,1,-37.93
6feb1191d85c6196e2dde76966fdb45a,1,boleto,1,-147.31
08c7ad853a45735072fee2be62052da3,1,credit_card,1,-132.34
5b167c32a8669a3c04fdd22e5764e867,1,boleto,1,-103.63
4cfd544260e7e5a3f69c95e9156f5f12,1,boleto,1,-64.1
2d26f440845a3b31ac584864e2d1a82e,1,boleto,1,-69.03
091deda616c370d63f0bf9a3f525fb34,1,credit_card,3,-95.8
9979adea9a6e9beb05f965201bfe6e5b,1,credit_card,1,-550.53
ee789d8c9f580179177f5445b0e92a1f,1,credit_card,2,-119.12
bc4a4f7bac3e6d96ea9f3d282e621806,1,boleto,1,-77.29
6275a054b07c80fe5b7abe07dda2b366,1,credit_card,1,-197.07
37f6cceb272b1ae10ed4bd8cc0d4a98a,1,credit_card,1,-65.48
cc3c90e62ab9247ab75856083c0c8c96,1,credit_card,2,-84.15
30dfb5b33bf44683be3e2f7df4bdd769,1,credit_card,1,-52.13
0b8223a2d582ee50740baba714b65256,1,credit_card,5,-386.13
4ef04edb491b8cc23eabe782ced6715c,1,credit_card,1,-84.24
2d27fa8465e2c54b168794e916caf16a,1,credit_card,1,-116.2
f697830f52a6a751ee9469385da12bf4,1,credit_card,3,-146.36
94aba2a37911fff127097b56d60fd1b5,1,credit_card,4,-278.19
94852b0703b31b852e6c4f73896aa247,1,credit_card,6,-315.73
d6b1ebeabc4c48c6b619228bc124a7db,1,credit_card,3,-204.78
cfcdaec7ddcaf0a8ff1ef398575d9917,1,credit_card,6,-166.23
e327b0b5a08cf398b21ebfd6a36b38c8,1,credit_card,1,-56.6
edf0c87086ae34eca8a6f72c8b31eeae,1,credit_card,2,-114.11
a56e37d8a5dac95d919eaff11259c597,1,credit_card,5,-155.5
6b7c8bd6aa5cfe7f791eb8caa3da1701,1,credit_card,2,-208.09
cd8658f10db66a4b712a7a0dce0d1bb5,1,credit_card,5,-56.5
e115da7a49ec2acf622e1f31da65cfb9,1,credit_card,6,-306.63
89ae9eea43fd5c68102875e05af1c2da,1,credit_card,3,-35.0
bc8040ec215e524e30722602d813a804,1,credit_card,6,-144.54
1f3508f1f78349b8223d5de8501b2518,1,credit_card,3,-67.36
6842899c332d7e8bac002e5de94ab24d,1,boleto,1,-168.2
a7ceb2c5f4181d15cd8566927f5180ae,1,credit_card,2,-135.0
9dcc4e7d4978e71c0c8c8562a72935fd,1,credit_card,1,-308.79
739d6562c43ddba4b4c1036113206abd,1,credit_card,18,-321.2
e210ce645469e7eb44209cb28f6bf097,1,credit_card,4,-107.95
511629b91fcfb73e2e7ee747102a9ffd,1,credit_card,3,-170.01
fde57015e8a551f04dac99621c01678b,1,credit_card,8,-398.26
178358411049ad27f877b8964564528a,2,voucher,1,-12.0
5ed3ad68a6b539929adf6d324f01ff01,1,credit_card,3,-382.14
422beef43d75298fcfe50fea1a6556d8,1,boleto,1,-335.31
d4de2f5093e11fecfa11da7ea4a09a21,1,boleto,1,-251.54
eb5ece07af1767cf4ef1f4a8eeed991a,1,boleto,1,-23.42
315ee1669de8cbcaca403bb9c0f2e228,1,credit_card,8,-215.27
075434afaadfb0809ecf3f095a372340,1,boleto,1,-52.33
84253562834802051b3ee018d7daecb4,1,credit_card,3,-36.69
379fed4a1ab7b5a3e8126fe0b76b9ebe,1,credit_card,1,-62.65
3c108bf0b4c9a78ebb9a049d90a9ceaf,1,boleto,1,-89.07
1f78837ac58fa81b2191c703d510080b,1,credit_card,2,-22.78
5f929df885d4393e05e934cb6c7a720f,1,credit_card,1,-41.13
b6eaedebebeb4676e1afd5b94b048d52,1,credit_card,5,-149.14
ac6e5268baf65f6d55e479e288bc67a6,1,credit_card,2,-130.24
57287b46dc0f2bbc56c73b239cbc425c,1,credit_card,1,-156.94
f8bb4d404d187c79b86ccf852dfa345e,1,credit_card,1,-24.27
e5db5ce380f52125b3748bf78fdc7971,1,credit_card,1,-50.89
56cdfcbf34dbccee2a6ee43ac8382ec1,1,credit_card,2,-95.21
bcfd2ea0ccf2b146eedf2384af0bf6ea,1,boleto,1,-53.72
94be3df49130338a06b3ec80bd606771,1,credit_card,1,-136.8
14a05c02d483800864e5c19a3a7f0ee2,1,debit_card,1,-124.22
ed77ae1d4803934a1131cadffb78b41b,1,credit_card,1,-672.72
dfd167dbbee0457152ea56ac9442f945,1,credit_card,3,-111.32
a7e71dd247a252f0f215e6230cdd5d1e,1,credit_card,1,-53.72
245a8cb9d360630691eb4449b1994017,1,credit_card,1,-68.05
84c6aab1664b33eb5607e118dc4bced8,1,credit_card,3,-57.3
e80af3d621fbc7add2b8a64511f1012b,1,credit_card,3,-36.69
486fed80178943ecdec90413036af979,2,voucher,1,-13.05
6c8fdc6f1b35e5126442a74c3bcc36d5,1,credit_card,8,-277.16
8dd735edc2d172d0d4124014f509258c,1,credit_card,2,-105.37
70af58ec6113d2f1bb7f6db857208687,1,credit_card,1,-36.27
