order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
d5af7f6e2db2c527fe19decfc2d37a83,bf59771b1ab3559105d03691c8c99794,completed,2017-07-31 20:47:50,2017-07-31 21:15:09,2017-08-02 20:52:09,2017-08-04 21:04:49,2017-08-25
4efb9f3d8ba57d35f9f884744e757265,b1daab0190e21f1b1702791e68fcd940,completed,2017-07-24 16:14:28,2017-07-24 16:25:13,2017-07-26 10:32:31,2017-07-28 18:15:51,2017-08-15
bb90b02637daa6d6ea968529eed50699,cb85fd1337a9b227e49fbcb893babd71,completed,2018-01-23 10:15:38,2018-01-23 10:29:22,2018-01-25 22:16:03,2018-02-05 19:53:12,2018-03-01
1a08b06cb8b9b557453b70b83fdc69cb,5b0403fc813ee1da7cd9a0816d205016,completed,2018-01-21 16:46:04,2018-01-22 13:53:51,2018-01-24 23:56:52,2018-02-02 19:24:24,2018-02-14
d0d828105d7a6106d4b6cfd55607c278,e7fb8d2c8a581e31b93defd84ee988fe,completed,2018-04-30 11:18:47,2018-04-30 11:35:38,2018-04-30 19:02:00,2018-05-02 20:24:30,2018-05-09
0daf1f0e67b534ad873ba61c5d6ad7d3,1681471e9172d7e12ba08e9ac9e8628b,completed,2017-09-05 10:54:17,2017-09-06 11:03:50,2017-09-09 13:23:11,2017-09-19 15:35:03,2017-09-25
d445a6e277eaa62900bc18d453d96d76,c2cd065252fa7ad04274d9d69dd9c09e,completed,2017-08-03 10:39:39,2017-08-03 10:50:24,2017-08-07 14:57:56,2017-08-14 20:37:25,2017-09-06
c761a8b74f1e876bc5efc4186f720e27,a8ed087e25b26fb64cbb99033eb243a7,completed,2017-04-03 19:07:32,2017-04-03 19:22:45,2017-04-05 12:42:51,2017-04-11 14:25:21,2017-05-15
746347ecc5cc9cb88a346545608fb635,16110c3e157d455044ea08de22990cac,completed,2017-07-26 13:47:20,2017-07-26 14:03:01,2017-07-27 18:12:34,2017-08-03 17:37:44,2017-08-15
6c12feac9a308e1382d9b19cca7f20b2,5371894984937a27cf40c7d20699a786,completed,2017-05-05 13:48:37,2017-05-05 14:02:30,2017-05-09 14:43:49,2017-05-10 09:03:40,2017-05-26
d0a72f8bcc1f2045167eaa548647e77c,4f444b3b5cd86e70e2c49210020c5ba9,completed,2018-07-03 10:03:33,2018-07-05 16:16:24,2018-07-06 09:03:00,2018-07-13 16:28:52,2018-08-02
8dbdb81783a3c754dc9441826510a36a,2d0c34b4b379c290f079d39df12304e2,completed,2018-08-10 14:54:25,2018-08-10 15:10:27,2018-08-13 14:00:00,2018-08-17 20:51:49,2018-08-30
5a88502f6bbc1f8c972aa98c64830616,2fdfe901849d16dcfd92d3d8f4c5def3,completed,2018-01-31 21:04:47,2018-01-31 21:15:26,2018-02-01 18:48:34,2018-02-07 22:58:39,2018-02-22
97d3d89c5b932c10e6d3d4d8c2ba7dd3,4fea6b3a96c9c399aef5540b38c7025b,completed,2017-11-24 15:54:35,2017-11-24 19:33:08,2017-11-30 22:37:03,2017-12-05 18:19:02,2017-12-08
a1ba9164e568e28f6977c343fb78e9b1,72600f002ba1550d6432cb91464f6969,completed,2018-03-11 22:14:38,2018-03-11 22:28:09,2018-03-12 17:24:59,2018-03-31 14:18:36,2018-04-03
efb6d19e3c56fa371d59421e45e53a49,e674bf9e1fd5863bbb4c72f95fdba39f,completed,2017-03-22 09:02:29,2017-03-22 09:02:29,2017-03-22 11:29:34,2017-03-27 14:10:43,2017-04-12
f72c493e7f65e42101baca23c7c2fd90,015bbed5b941c909ebf091ead5eb2a05,delivered,,2017-07-27 18:23:46,2017-07-28 17:10:09,2017-08-03 19:32:57,2017-08-18
4b80b55b32a3549ec05578e46a0f4021,c4184e264c25f060e2022b22c098ab18,completed,2018-08-12 15:54:57,2018-08-13 15:50:17,2018-08-14 15:25:00,2018-08-22 22:04:10,2018-08-20
7032fb16c3a9d982c9aa86f47cefdd3e,d946aedc7ae05f2259b2c2f9342e6272,completed,2018-04-02 10:08:40,2018-04-03 05:08:28,2018-04-04 17:13:30,2018-04-05 18:20:58,2018-04-12
1e90a410c4be85320d64e5a0cbed9291,7861afc49adafbe05db500f9d1ab534a,delivered,,2017-06-14 20:05:40,2017-06-19 20:14:51,2017-06-23 09:12:28,2017-07-07
1887b26eba419ce20f6fe34a6f88e80a,23fe51c9d4d1b1cef50c57b3c0babf5e,completed,2017-04-28 14:20:07,2017-04-28 14:35:15,2017-05-02 13:39:21,2017-05-09 14:27:05,2017-06-01
504ec2b6f69e898c557955750272d563,ba0a799b8a7b0b1a1ac522a0a8839bff,shipped,,2018-05-07 21:54:31,2018-05-08 14:17:00,,2018-05-21
fb797aee19d1e438385938cd482027bb,62383c983441809ec8977c644dd37a54,completed,2017-08-08 10:46:08,2017-08-08 11:04:09,2017-08-08 15:59:35,2017-09-05 18:53:02,2017-09-01
a2bbb88a8a7ebfa655f9172b60fd987f,cd4caa9c8a2fd5517470fe1f3360b969,completed,2017-12-03 17:04:39,2017-12-03 17:12:32,2017-12-05 19:03:52,2017-12-16 12:47:57,2017-12-28
7000fce52371834b260a8b6dd57eb419,8b22c8fb9fe2cd131779d2cad4931f09,completed,2017-02-24 15:50:47,2017-02-24 16:02:42,2017-03-01 13:01:10,2017-03-03 13:25:07,2017-03-17
a64331bb3f2dc9398fc61964bbf99296,96bfa6abb051b3b455959e2d0bc6aeec,completed,,2017-07-20 02:25:34,2017-07-20 19:49:36,2017-07-31 18:42:10,2017-08-17
4338e6bc70fcf731f6d799f56c66b6cb,f8ec0585a994417a4bd53c5156689ddd,delivered,,2018-01-26 17:22:58,2018-01-29 18:15:13,2018-02-09 01:08:46,2018-02-21
b4e2eb7f4325b44130052476646043c6,cfa96f1103002b25178f822afeb4c104,delivered,,2017-06-12 23:10:26,2017-06-13 15:59:48,2017-06-22 18:32:46,2017-07-03
edcc6b79e8394346ba3ba21b00b4055e,08aea10c40f606e52597486db2b56a81,completed,2018-04-29 16:03:47,2018-04-29 16:15:25,2018-05-02 08:25:00,2018-05-11 23:12:12,2018-05-25
cdf2839409d0f62e2b2e61b62b72dc16,852947b57caab58c544343592f5e06d2,completed,2018-02-14 10:26:22,2018-02-15 04:07:36,2018-02-15 22:08:06,2018-02-26 15:27:06,2018-03-08
c1fbc5439e7dfc2d85fef29b7353bbdf,685bdb800c0df843bb14d7a7a241c0df,completed,2017-07-17 13:34:52,2017-07-19 03:45:21,2017-07-20 18:31:53,2017-07-26 01:03:32,2017-08-09
5db2ef66c9c43c3ede53f72e6d10760c,8f9dd2625351d1727097357b1e240ac7,delivered,,2017-08-15 17:10:21,2017-08-16 18:10:17,2017-09-01 19:26:49,2017-09-11
51b0dccc8596ce37a930dff2d63a10a2,31bf1057b00f14804278590bbac18b1b,invoiced,,2017-05-05 22:45:12,,,2017-06-06
b0f093c9a7e135bb44a1e1bd7406ba30,f57351f8f87213bbb758f2f902f600c2,completed,2018-05-18 12:22:08,2018-05-18 13:05:59,2018-05-21 12:52:00,2018-06-06 20:41:34,2018-06-07
6d5f62b312ef08610aa99b1a365ec10b,2c58296eab043d713ee5fc669f6aba05,completed,2018-07-05 14:59:58,2018-07-05 16:30:53,2018-07-05 16:08:00,2018-07-10 21:04:13,2018-08-03
d1f23373fcc8819b0168ed403939600f,e96b0fbad01c75bac4692b344f98d0b8,completed,2018-02-11 00:17:16,2018-02-11 01:15:34,2018-02-14 22:37:36,2018-02-16 12:57:57,2018-03-05
06450a9849cb4a8c2f3bbeba9995b64f,6668dac2eb65c90a4b5662e8d5a38514,delivered,,2018-01-19 20:36:32,2018-01-23 22:08:06,2018-01-26 15:08:01,2018-03-01
1fc4c658ba7a1f8edf3492ce534944ee,5299b9f29f522644081a8249407ede3c,completed,2017-08-28 10:29:48,2017-08-28 10:45:12,2017-08-29 18:42:08,2017-09-06 23:04:18,2017-09-15
be5b278e38c06fb98c18c6ed0554b754,039c5d6f330c73420f1658e63f67f0ff,delivered,,2018-08-04 04:10:15,2018-08-07 09:01:00,2018-08-08 16:32:55,2018-08-08
0cd631e2d8ce9cf21c9ebe5b44f3a8c2,c6988d3eb60c30b1d49bb022715b9418,delivered,,2017-12-09 22:11:32,2017-12-12 08:54:55,2017-12-13 21:55:04,2017-12-28
a1f24dcf6e5fc6b0f0cd0b265381767e,15f73cd40ee94734ce2f3ebce168f1ba,completed,2017-09-27 11:50:27,2017-09-27 12:07:16,2017-10-04 10:17:31,2017-10-11 19:25:26,2017-10-19
33c2430c9d2f05d9d244895aa53b4a82,d9aa0fd51600102c2e7bdf3bf1649250,completed,2018-05-05 16:36:29,2018-05-05 16:53:38,2018-05-08 13:29:00,2018-05-15 22:18:17,2018-05-24
2d75fff7b2cc9e8df5ddfcf9a7a11cec,4244b230226a6cc815ffa70c4394b06f,completed,2018-04-11 10:44:58,2018-04-12 05:55:13,2018-04-14 00:48:44,2018-04-23 20:12:58,2018-05-11
24c0b5c7e8f51f85f1bcdbe4cd0f81ac,fc2a8d30702cbc30e24fcd1315030520,completed,2018-04-27 10:38:39,2018-04-27 10:51:59,2018-04-30 06:18:00,2018-05-04 20:28:36,2018-05-21
b8dd3c581f151ae1f4a0b011b0715eca,70e12437a260894a3f038b53d44b01e9,completed,2018-07-27 11:41:22,2018-07-27 11:55:10,2018-07-30 14:04:00,2018-08-04 11:58:48,2018-08-17
9dc439a9d732ca991174a53f114c3cde,6660b4dcb6bc876c71cb3f2d8de060dc,completed,2017-12-04 11:10:27,2017-12-06 02:50:37,2017-12-11 21:19:21,2017-12-12 19:42:07,2017-12-20
8bbc0e9b5ac010d6a9b8d76570cd20c4,269ebe5042123ff1dfbfc95d52eae825,completed,2018-02-11 19:10:14,2018-02-11 19:28:07,2018-02-21 10:18:45,2018-03-06 23:44:56,2018-03-16
7cd9ffeaee65a09e32ccf456b90784df,a956e20865cb062d7a3e7ae4c6ae756b,completed,2017-08-21 15:54:53,2017-08-22 04:26:23,2017-08-23 18:35:04,2017-09-04 21:48:50,2017-09-19
c6e85bb83d4a4831b79ccd25b2b98cd8,b12107d71983e8cefe72656d5202f754,completed,2017-02-11 16:11:15,2017-02-11 16:22:48,2017-02-21 14:47:37,2017-02-24 09:33:21,2017-03-14
c2fe713d93a9f489de49d6a79eb7f45c,196052c199e9dd6d68c99780c0a38e77,completed,2018-04-24 01:39:06,2018-04-24 18:30:30,2018-04-24 22:42:03,2018-05-10 01:03:33,2018-05-16
31dccf9e7042d47f0c7e77a6952d9ec6,3b235f2d5d4e9a29456aaeeb65a4b8ae,completed,2018-07-15 11:31:23,2018-07-17 04:31:30,2018-07-17 13:41:00,2018-07-20 17:14:31,2018-07-30
fd3dec101097b7fd62ae62c0e627f70a,8c2f13c6e90063bd06a0f8279a3cc39e,completed,,2017-11-25 14:34:24,2017-11-27 16:55:55,2017-12-14 22:52:00,2017-12-18
709d84dbb63f2afaaf2a48f69b56caa2,ab5babb0f97874afc275d813e711803c,delivered,,2017-08-08 03:55:18,2017-08-14 15:58:17,2017-08-16 17:34:13,2017-08-17
3f8ef8494797fd747668dde5870c1a76,b3b7a79be761431b60e2945100e694cb,completed,2017-12-11 19:56:32,2017-12-11 20:11:47,2017-12-12 19:03:33,2017-12-21 19:29:00,2018-01-05
624076d477f2670d9f41fd6f70390ec1,43e97a6a073accd257af8dfb5af2fc83,completed,2017-11-24 15:59:09,2017-11-24 19:38:02,2017-11-27 17:29:17,2017-12-07 14:58:31,2017-12-28
481f2db41ea6571226192db2b584fa6e,bae2e17717f1e6f357bbac0107dabfd6,completed,2017-01-26 18:27:04,2017-01-26 19:00:21,2017-02-06 11:54:29,2017-02-13 13:34:45,2017-02-22
82a6ea37c0c3ed2f6fe3a6029adbc589,9997d3fac97d1dd96ce13a68158e84ce,delivered,,2018-03-21 11:35:24,2018-03-21 21:09:38,2018-03-29 23:04:30,2018-04-18
6942e86d33b375b95195dda92c2f603d,d6cdfeca7b382005c0afaff5ee4c24cd,completed,2018-03-24 18:25:24,2018-03-24 18:47:11,2018-03-27 19:50:41,2018-04-09 22:51:32,2018-04-26
d8d9232af59462bbb0961d11222ea210,22569cf3f36b02da715a15f53101ed52,delivered,,2018-08-16 19:30:08,2018-08-17 12:09:00,2018-08-22 17:48:53,2018-09-12
5295794ed329bd3ffd4581bc4a0627a5,bce1676dd0edb9474cba3d3aa9067024,delivered,,2017-05-16 14:05:23,2017-05-16 15:30:08,2017-05-25 09:28:55,2017-06-20
80dabd6ee5b0e0d7d5672d511ca8cc7e,fbea4ed949b70f597425d14164f82851,completed,2017-10-01 20:04:21,2017-10-01 20:23:43,2017-10-03 17:25:55,2017-10-09 19:40:09,2017-11-03
56fdda0cb0aee560cd00b1a571dcb10f,d558a46ba4dd583c224349c628c52c56,completed,2018-07-13 18:07:37,2018-07-13 18:24:02,2018-07-18 16:25:00,2018-07-24 20:12:30,2018-08-09
5ca6beedce6f32eef65de17a1f81d50d,c06f5779dc9ad82cf60b76db2434366c,completed,2018-08-17 12:26:02,2018-08-17 12:35:19,2018-08-20 12:02:00,2018-08-23 20:31:58,2018-08-29
2a61a7cf365db56cbf9fb72e2a422653,b1b136ceac7fc54316f2280cd040ed6b,completed,2017-03-20 00:36:36,2017-03-20 00:36:36,2017-03-23 15:37:43,2017-03-31 18:15:51,2017-04-10
74748a8ba7d523ab46fe3354996609f6,a3cce16d1def5991f7314b717b373ab4,completed,2017-02-08 12:55:23,2017-02-10 02:45:27,2017-02-10 07:27:59,2017-02-14 16:08:45,2017-03-17
df972aca1fba0a417674857678e2c4bb,322eae54daccdcbee96799ebd3a67830,delivered,,2018-05-21 15:32:00,2018-05-24 10:48:00,2018-06-02 15:28:45,2018-06-07
5f82d80fc04ae3521ac4cdad135aa9b1,bb1e941d0e011c8a1a72bb2bfceb6c61,delivered,,2017-11-02 18:55:26,2017-11-07 20:21:17,2017-11-24 17:09:09,2017-12-05
62fffe3cf205e0deb385d92481d3cb40,502f84b96849b881c0bb14a9650d0a13,completed,2018-02-02 15:40:59,2018-02-02 16:00:40,2018-02-05 16:12:07,2018-02-21 10:53:13,2018-03-05
b1235029ff825a6ee63ea5c87797cd82,b11ef54879526dd5426f747d2ed677c1,completed,2017-03-18 15:22:19,2017-03-18 15:22:19,2017-03-22 16:58:42,2017-03-29 16:45:13,2017-04-10
24843df655e56c3713485a7880677287,6f8f6a52f408ae47a83c5e2b7d1d395f,completed,2017-10-30 10:44:32,2017-10-31 12:31:49,2017-11-06 21:32:21,2017-12-01 21:21:12,2017-11-30
6caff58e656c5b6c5769918fd09707c2,f463d27a26d6aa1d7f438df524c501dd,completed,2017-06-15 17:52:57,2017-06-15 18:05:19,2017-06-16 11:07:04,2017-06-19 13:54:02,2017-07-06
97bca524044b6fffcdbcc4ced6e2390f,5a31560ab7821af245ac21f6ede6f4c3,completed,2017-10-03 21:30:44,2017-10-03 21:49:42,2017-10-04 21:34:10,2017-10-05 22:02:40,2017-10-19
14b791be12b020b826c2ee4c7662a5da,d79bbf4a1c9af9f33686cf1f64457f63,completed,2018-03-30 16:27:56,2018-03-30 16:35:12,2018-04-03 21:04:16,2018-04-13 23:28:32,2018-04-25
e5fa83ee166ad4e56b60c0bc4a2e12bc,09019e777b997c943ed2c3b3b9fb2707,completed,2017-10-30 23:55:00,2017-11-01 03:15:41,2017-11-01 18:03:10,2017-11-24 21:11:19,2017-12-01
00a174dbf11967d260033fa6ab711493,ae06f7ef9cae527f248b5401c5663265,delivered,,2017-11-27 10:56:20,2017-11-29 20:03:53,2017-12-19 19:33:32,2017-12-20
0bcb914e60bb0de6160699483722bc0d,7095f9b891c923ab4e2298b22649e6ca,completed,2018-05-06 19:50:08,2018-05-07 09:56:10,2018-05-11 15:31:00,2018-05-21 21:28:20,2018-06-04
58fcb8ce8784213ace394e1427f50fb7,9e4f4608b4a885205ebb609ecdb7ea5b,delivered,,2018-07-11 02:05:44,2018-07-11 15:15:00,2018-07-12 21:51:39,2018-07-19
55c5b6e322eed3fe3dbbd82da9906019,ba1b4a0f287cf0364816c7376ac2b141,completed,2017-09-18 19:35:11,2017-09-18 19:45:39,2017-09-20 03:08:39,2017-09-28 18:30:17,2017-10-05
2fc59b5605bf0cfc03638cb2cca26b16,fac64b6875bc7840442069be52752e14,delivered,,2018-08-21 18:35:27,2018-08-22 13:09:00,2018-08-24 21:51:58,2018-08-29
3241baf723e29f140a6ff9082b7f9aca,3e13d7562141418f00f431202390536c,completed,2017-08-02 12:57:27,2017-08-02 13:10:10,2017-08-04 17:05:52,2017-08-14 19:36:59,2017-08-24
b543e95769f2da5f435df6a8ccb13eb6,f007d19db1f83a2f77650ab490703640,delivered,,2018-01-16 13:36:20,2018-01-17 22:33:50,2018-01-29 21:37:06,2018-02-14
efeb57b095ad1d83a933437cb2c4837c,df939eb2e1f58a07066431a50bb9bf55,completed,2017-11-16 17:42:52,2017-11-16 17:52:46,2017-11-17 18:41:53,2017-11-30 19:35:17,2017-12-07
252a85fbb824c236e3b232f556edfc68,519579a0b1843161c9ac5cac2376caec,delivered,,2017-12-05 11:30:01,2017-12-05 21:13:43,2017-12-26 21:18:53,2017-12-27
58e507b7d867429e6bd5116ea280588d,0f2b84248204870aa5a64e07b578ced7,completed,2017-05-07 12:47:29,2017-05-07 13:10:26,2017-05-12 06:41:52,2017-06-05 14:08:08,2017-06-08
63098185d431678eef6d6651e235a1f4,3abc6ea6997457982d7a6f025c4e0786,completed,2018-05-15 10:46:21,2018-05-15 11:31:37,2018-05-15 14:42:00,2018-06-04 17:03:57,2018-06-11
35c369ca367805c6b6c59ce554768eef,10ce609a34904ea87a4254e96b05dcf8,completed,2017-10-24 21:38:09,2017-10-24 21:49:24,2017-10-26 19:48:07,2017-10-28 11:50:06,2017-11-08
b012c1697921f54e80780e034a93c871,bd08dfed0cf17e30968943b497ef14ec,completed,2018-01-21 11:13:57,2018-01-22 13:47:19,2018-01-23 21:13:24,2018-02-03 13:12:35,2018-02-14
500e36e71ec5080f1935acac38e0f8c1,326cd7173402f166f337b4abecbadba4,completed,2018-06-11 17:46:23,2018-06-11 18:18:58,2018-06-15 12:49:00,2018-06-20 14:42:46,2018-07-05
8176c11ca059602f1a7b1615f4cebbd6,706294ee2bf13bab8e5ed8ad240b0406,delivered,,2017-05-17 23:10:16,2017-05-18 16:28:07,2017-05-19 10:38:08,2017-05-31
5361ae7742cca11bdce02eba111d345a,822d89ae169a34fc33eddc98e2e90e23,delivered,,2017-03-22 08:40:31,2017-03-24 16:03:39,2017-03-28 12:27:00,2017-04-10
edf4d697d6281d6f40f101a31462c929,1f7f094865cd0e20a6acb5cdba5c5f19,completed,2018-02-23 20:36:44,2018-02-24 02:35:46,2018-02-27 02:09:16,2018-03-23 23:48:40,2018-03-28
e00c5912daa4e24b9f1820ebb4e930ae,17ab7e50ec3908dbe699511e92f379b6,completed,2017-08-17 08:11:18,2017-08-17 08:24:13,2017-08-17 16:37:16,2017-08-29 15:49:52,2017-09-11
25461ae3c4bf9bf6e41a3a163f763c8f,e377314dfa6e23684f1fae454fe8d8d0,delivered,,2018-08-12 21:05:14,2018-08-13 13:30:00,2018-08-14 19:02:43,2018-08-16
cdc62ef71741b912ed0378bd8493f884,d0138d0685264cf47574e68da0763d67,delivered,,2018-03-09 15:55:35,2018-03-13 19:34:31,2018-04-06 20:48:47,2018-04-18
21ee832eff624a82225c6e98cd2dcf7f,6bef8002464a89b85c089ff2a64bc5ae,completed,2018-08-15 21:15:58,2018-08-15 21:44:05,2018-08-17 14:23:00,2018-08-24 22:23:41,2018-08-24
c04166574120428f8692aa072697cebc,a3769a6e70dc4fa874b30d62d812942c,completed,2018-02-19 11:11:12,2018-02-19 11:25:33,2018-02-19 22:04:00,2018-02-23 19:21:51,2018-03-09
3e8de743dd3009df8fc34e0555124ed8,2c127bf706b5089fd5dbdbcb02c7fcbc,delivered,,2017-10-22 20:28:21,2017-10-23 19:43:37,2017-10-24 17:27:10,2017-11-03
94fc0c5ebf3d2669b2653019706ce767,5702c879ce77d1784d24fd834beb8f44,completed,2018-01-07 12:39:20,2018-01-07 12:47:41,2018-01-08 16:30:08,2018-01-15 20:46:42,2018-02-07
3933b209d011421f37238c408302ab6a,e0169b7595b7b5413914f12d084ce4a4,delivered,,2017-09-16 21:24:54,2017-09-18 21:05:47,2017-09-21 17:48:10,2017-10-04
cab618a13f81a7ad42573993ddae2ff2,4205cff8e8c084e073c7c3d8380b98c6,completed,2018-02-27 12:19:10,2018-02-27 13:00:30,2018-02-28 17:11:46,,2018-03-20
6ff900f88e265e076a3625007c01cdbc,a00774e666bc2f0af970ff157ecf6f7e,completed,,2018-04-27 19:15:25,2018-04-30 15:27:00,2018-05-09 21:08:48,2018-05-22
f6fbf7907913892ffc12ada3bff286ba,1d7d832199ca5ea415e212d226ae106c,completed,2017-07-31 18:47:11,2017-07-31 19:03:15,2017-08-02 17:49:51,2017-08-10 20:04:29,2017-08-30
1c58c266f70494954b0e545444355f3b,78f6f95ad4bd71dfc7185b4825afea8a,completed,2018-02-26 08:38:33,2018-02-26 08:50:23,2018-02-26 20:17:26,2018-03-15 21:28:24,2018-03-23
629e289bf8013a1e9dcb5fc8cb9b377b,bfe6959e788d3b3bc146aa98f45ddb6c,completed,2018-06-15 15:13:15,2018-06-15 15:37:43,2018-06-18 14:41:00,2018-06-19 19:42:36,2018-06-28
0fe78862cdfd562448985ee7fbc8a08e,4d7e089ef0ae3a98da638debd25c4a25,completed,2017-02-17 16:23:11,2017-02-17 16:35:22,2017-02-20 08:47:35,2017-03-09 14:44:04,2017-03-24
4c37682d353334478fbafa4808110fd0,4c97445f829b977ab55cd095af2876c7,completed,2017-12-21 00:01:51,2017-12-21 00:10:46,2017-12-21 18:37:04,2017-12-28 16:22:26,2018-01-16
d01dff4d42c2ef5bdcb2085ccf391ed4,302bd5105bfe26a95e7942e9e85d5b2b,completed,2018-04-04 15:08:43,2018-04-04 15:30:14,2018-04-06 17:21:12,2018-04-11 02:39:46,2018-05-07
9b7dc894401e705fca11db5f78a1c54b,b07413755f95c395799dc2da2f9ad06e,delivered,,2018-02-28 21:09:01,2018-03-01 20:35:33,2018-03-06 12:49:30,2018-03-23
fe9eb7fc7765ab4b09f817fda0b63089,80db8c7a7ea6b11ca4c65cc2b93a6dc0,completed,2017-12-04 14:37:42,2017-12-04 17:07:11,2017-12-05 17:58:06,2018-01-13 00:45:24,2018-01-02
8c8a24bf308761df290a5503106a8ae3,660d00e856b634e54e0dad583b10483c,completed,2018-05-02 22:55:12,2018-05-03 00:04:47,2018-05-03 16:38:00,2018-05-07 14:20:58,2018-05-15
ee9e4a1d1929cc2d8d2f8c2a1cb3cea6,282c9df81d9e83eb605bc3804a262266,completed,2018-08-24 14:28:38,2018-08-24 19:50:13,2018-08-27 15:12:00,2018-08-29 18:02:36,2018-09-11
b1bd0e86ea8b4060e4e7c5684202b656,b3c8ed4840e19fb161faca3b4ed4cfa8,completed,2017-11-16 13:02:20,2017-11-18 02:15:33,2017-11-29 23:37:28,2017-12-18 23:57:24,2017-12-06
e3c131bbe953a1cdb1dbaf261715c368,38d1cd89306128348ffdf4cc23f3a50a,delivered,,2017-03-16 16:41:44,2017-03-17 11:07:01,2017-03-21 11:27:49,2017-04-04
0f95a7e23723d5388a494f2d812a8332,5f454675eda0812f4ca038d7a6796a38,delivered,,2018-04-01 20:08:34,2018-04-03 21:19:23,2018-04-12 00:24:45,2018-04-25
f09b179b5803265142d7de8614234125,fbac6b4022506e370844af799dd93111,delivered,,2017-03-11 21:54:43,2017-03-13 09:13:05,2017-03-18 08:27:46,2017-03-30
d7883c9f072902eba8f3b8af350976bb,53acd19d26c67a3842218b6cd931196f,completed,2018-02-28 22:26:55,2018-03-03 02:50:51,2018-03-08 12:59:31,,2018-03-20
c38813ffe793f98e9c552fdd4f0a21ee,a51fd34f17dbb1494058b853b558e419,completed,2017-09-10 10:12:26,2017-09-10 10:30:22,2017-09-14 22:57:45,2017-09-22 17:37:01,2017-10-02
ca19d840d5e718f4b8aeec1a40d393ec,a4b8f42e7147acc8be0da5dd43c4c88d,delivered,,2017-09-16 21:15:12,2017-09-18 19:32:45,2017-09-22 21:18:03,2017-10-05
